"data","criterion","geom_threshold","warm_start","seed","runtime"
"Lsun","silhouette",0,"oct",3,198.387195344
"Lsun","silhouette",0,"oct",4,173.180472403
"Lsun","silhouette",0,"oct",5,199.294040289
"Lsun","silhouette",0.9,"none",1,115.779642944
"Lsun","silhouette",0.9,"none",2,117.522610943
"Lsun","silhouette",0.9,"none",3,113.927942872
"Lsun","silhouette",0.9,"none",4,114.687612968
"Lsun","silhouette",0.9,"none",5,125.144609765
"Lsun","silhouette",0.9,"oct",1,29.256909002
"Lsun","silhouette",0.9,"oct",2,40.921552836
"Lsun","silhouette",0.9,"oct",3,33.429615029
"Lsun","silhouette",0.9,"oct",4,30.360802586
"Lsun","silhouette",0.9,"oct",5,32.549400322
"Lsun","silhouette",0.99,"none",1,88.395929074
"Lsun","silhouette",0.99,"none",2,92.071482069
"Lsun","silhouette",0.99,"none",3,91.174923611
"Lsun","silhouette",0.99,"none",4,99.050345246
"Lsun","silhouette",0.99,"none",5,101.100635038
"Lsun","silhouette",0.99,"oct",1,20.010570355
"Lsun","silhouette",0.99,"oct",2,23.120313554
"Lsun","silhouette",0.99,"oct",3,21.928595181
"Lsun","silhouette",0.99,"oct",4,20.6533949
"Lsun","silhouette",0.99,"oct",5,21.699988006
"Target","dunnindex",0,"none",1,2677.983219134
"Target","dunnindex",0,"none",2,2847.468722168
"Target","dunnindex",0,"none",3,2788.760817143
"Target","dunnindex",0,"none",4,2938.089088157
"Target","dunnindex",0,"none",5,2919.450023232
"Target","dunnindex",0,"oct",1,6501.123178486
"Target","dunnindex",0,"oct",2,4317.236013995
"Target","dunnindex",0,"oct",3,2426.898368577
"Target","dunnindex",0,"oct",4,4517.053724554
"Target","dunnindex",0,"oct",5,5275.695153512
"Target","dunnindex",0.9,"none",1,1187.349502342
"Target","dunnindex",0.9,"none",2,1134.940054321
"Target","dunnindex",0.9,"none",3,1117.680132717
"Target","dunnindex",0.9,"none",4,1011.373230645
"Target","dunnindex",0.9,"none",5,1095.258367778
"Target","dunnindex",0.9,"oct",1,830.17707764
"Target","dunnindex",0.9,"oct",2,824.334158213
"Target","dunnindex",0.9,"oct",3,324.239247144
"Target","dunnindex",0.9,"oct",4,713.585181033
"Target","dunnindex",0.9,"oct",5,690.078366418
"Target","dunnindex",0.99,"none",1,906.626294753
"Target","dunnindex",0.99,"none",2,993.35178185
"Target","dunnindex",0.99,"none",3,914.309260539
"Target","dunnindex",0.99,"none",4,897.210278642
"Target","dunnindex",0.99,"none",5,961.492479089
"Target","dunnindex",0.99,"oct",1,129.648501582
"Target","dunnindex",0.99,"oct",2,217.983006395
"Target","dunnindex",0.99,"oct",3,48.280693994
"Target","dunnindex",0.99,"oct",4,99.804751506
"Target","dunnindex",0.99,"oct",5,113.621714176
"Target","silhouette",0,"none",1,1372.988998474
"Target","silhouette",0,"none",2,1355.51189097
"Target","silhouette",0,"none",3,1384.77549375
"Target","silhouette",0,"none",4,1366.640440203
"Target","silhouette",0,"none",5,1310.690146648
"Target","silhouette",0,"oct",1,1184.894151086
"Target","silhouette",0,"oct",2,1332.605153019
"Target","silhouette",0,"oct",3,1447.214428162
"Target","silhouette",0,"oct",4,1530.704761325
"Target","silhouette",0,"oct",5,1488.153964058
"Target","silhouette",0.9,"none",1,537.072027515
"Target","silhouette",0.9,"none",2,538.666555052
"Target","silhouette",0.9,"none",3,579.122808035
"Target","silhouette",0.9,"none",4,545.904370897
"Target","silhouette",0.9,"none",5,601.518142744
"Target","silhouette",0.9,"oct",1,284.954133188
"Target","silhouette",0.9,"oct",2,282.04960853
"Target","silhouette",0.9,"oct",3,188.235214373
"Target","silhouette",0.9,"oct",4,303.805018107
"Target","silhouette",0.9,"oct",5,374.553573979
"Target","silhouette",0.99,"none",1,438.211847143
"Target","silhouette",0.99,"none",2,486.400532646
"Target","silhouette",0.99,"none",3,445.364108398
"Target","silhouette",0.99,"none",4,456.844180092
"Target","silhouette",0.99,"none",5,424.235586975
"Target","silhouette",0.99,"oct",1,84.74131333
"Target","silhouette",0.99,"oct",2,75.86120474
"Target","silhouette",0.99,"oct",3,41.673942375
"Target","silhouette",0.99,"oct",4,82.621415288
"Target","silhouette",0.99,"oct",5,85.97930517
"Tetra","dunnindex",0,"none",1,884.290860687
"Tetra","dunnindex",0,"none",2,865.321239528
"Tetra","dunnindex",0,"none",3,831.891027106
"Tetra","dunnindex",0,"none",4,830.607823168
"Tetra","dunnindex",0,"none",5,1091.868744487
"Tetra","dunnindex",0,"oct",1,869.82987483
"Tetra","dunnindex",0,"oct",2,864.357459305
"Tetra","dunnindex",0,"oct",3,907.936424134
"Tetra","dunnindex",0,"oct",4,852.238329946
"Tetra","dunnindex",0,"oct",5,615.370785774
"Tetra","dunnindex",0.9,"none",1,184.879160696
"Tetra","dunnindex",0.9,"none",2,170.585880328
"Tetra","dunnindex",0.9,"none",3,179.201008719
"Tetra","dunnindex",0.9,"none",4,168.906266282
"Tetra","dunnindex",0.9,"none",5,171.902683386
"Tetra","dunnindex",0.9,"oct",1,126.642446055
"Tetra","dunnindex",0.9,"oct",2,137.385815525
"Tetra","dunnindex",0.9,"oct",3,112.116849326
"Tetra","dunnindex",0.9,"oct",4,147.188231104
"Tetra","dunnindex",0.9,"oct",5,81.72015671
"Tetra","dunnindex",0.99,"none",1,125.089272201
"Tetra","dunnindex",0.99,"none",2,110.970447349
"Tetra","dunnindex",0.99,"none",3,127.777580525
"Tetra","dunnindex",0.99,"none",4,116.785168348
"Tetra","dunnindex",0.99,"none",5,121.286363626
"Tetra","dunnindex",0.99,"oct",1,37.322236271
"Tetra","dunnindex",0.99,"oct",2,41.416207674
"Tetra","dunnindex",0.99,"oct",3,34.026176451
"Tetra","dunnindex",0.99,"oct",4,60.496875975
"Tetra","dunnindex",0.99,"oct",5,20.075038741
"Tetra","silhouette",0,"none",1,359.336455841
"Tetra","silhouette",0,"none",2,370.108502706
"Tetra","silhouette",0,"none",3,363.931060023
"Tetra","silhouette",0,"none",4,354.968213263
"Tetra","silhouette",0,"none",5,364.141158914
"Tetra","silhouette",0,"oct",1,336.765439468
"Tetra","silhouette",0,"oct",2,352.308264345
"Tetra","silhouette",0,"oct",3,341.649232238
"Tetra","silhouette",0,"oct",4,326.711495315
"Tetra","silhouette",0,"oct",5,320.073423045
"Tetra","silhouette",0.9,"none",1,105.644232314
"Tetra","silhouette",0.9,"none",2,117.971288049
"Tetra","silhouette",0.9,"none",3,105.698425077
"Tetra","silhouette",0.9,"none",4,99.26589365
"Tetra","silhouette",0.9,"none",5,117.459460804
"Tetra","silhouette",0.9,"oct",1,53.955106265
"Tetra","silhouette",0.9,"oct",2,59.310115224
"Tetra","silhouette",0.9,"oct",3,55.786485741
"Tetra","silhouette",0.9,"oct",4,53.124338173
"Tetra","silhouette",0.9,"oct",5,48.365079195
"Tetra","silhouette",0.99,"none",1,78.958540821
"Tetra","silhouette",0.99,"none",2,76.948214934
"Tetra","silhouette",0.99,"none",3,86.513517256
"Tetra","silhouette",0.99,"none",4,82.3300966
"Tetra","silhouette",0.99,"none",5,89.89107026
"Tetra","silhouette",0.99,"oct",1,25.288013197
"Tetra","silhouette",0.99,"oct",2,25.450163894
"Tetra","silhouette",0.99,"oct",3,25.714451306
"Tetra","silhouette",0.99,"oct",4,26.749776386
"Tetra","silhouette",0.99,"oct",5,16.407270484
"TwoDiamonds","dunnindex",0,"none",1,3258.511653645
"TwoDiamonds","dunnindex",0,"none",2,3489.676101581
"TwoDiamonds","dunnindex",0,"none",3,2779.652032945
"TwoDiamonds","dunnindex",0,"none",4,2989.286296819
"TwoDiamonds","dunnindex",0,"none",5,2809.039678177
"TwoDiamonds","dunnindex",0,"oct",1,1905.69938745
"TwoDiamonds","dunnindex",0,"oct",2,1995.978721554
"TwoDiamonds","dunnindex",0,"oct",3,1834.133945428
"TwoDiamonds","dunnindex",0,"oct",4,2281.497639383
"TwoDiamonds","dunnindex",0,"oct",5,1648.00608662
"TwoDiamonds","dunnindex",0.9,"none",1,1514.215622999
"TwoDiamonds","dunnindex",0.9,"none",2,1426.704332566
"TwoDiamonds","dunnindex",0.9,"none",3,1422.24506268
"TwoDiamonds","dunnindex",0.9,"none",4,1508.848967378
"TwoDiamonds","dunnindex",0.9,"none",5,1470.057931507
"TwoDiamonds","dunnindex",0.9,"oct",1,238.056023403
"TwoDiamonds","dunnindex",0.9,"oct",2,244.534094446
"TwoDiamonds","dunnindex",0.9,"oct",3,233.458119936
"TwoDiamonds","dunnindex",0.9,"oct",4,262.853290432
"TwoDiamonds","dunnindex",0.9,"oct",5,228.938656014
"TwoDiamonds","dunnindex",0.99,"none",1,1131.439206784
"TwoDiamonds","dunnindex",0.99,"none",2,1202.596693401
"TwoDiamonds","dunnindex",0.99,"none",3,1105.255426706
"TwoDiamonds","dunnindex",0.99,"none",4,1186.295296065
"TwoDiamonds","dunnindex",0.99,"none",5,1297.639252425
"TwoDiamonds","dunnindex",0.99,"oct",1,34.636112483
"TwoDiamonds","dunnindex",0.99,"oct",2,37.128698776
"TwoDiamonds","dunnindex",0.99,"oct",3,34.289576894
"TwoDiamonds","dunnindex",0.99,"oct",4,36.712769443
"TwoDiamonds","dunnindex",0.99,"oct",5,35.856346479
"TwoDiamonds","silhouette",0,"none",1,1470.492774452
"TwoDiamonds","silhouette",0,"none",2,1501.426804301
"TwoDiamonds","silhouette",0,"none",3,1493.875936617
"TwoDiamonds","silhouette",0,"none",4,1636.646690124
"TwoDiamonds","silhouette",0,"none",5,1696.566003088
"TwoDiamonds","silhouette",0,"oct",1,699.263698366
"TwoDiamonds","silhouette",0,"oct",2,810.647828701
"TwoDiamonds","silhouette",0,"oct",3,813.900239644
"TwoDiamonds","silhouette",0,"oct",4,796.702132089
"TwoDiamonds","silhouette",0,"oct",5,818.641132698
"TwoDiamonds","silhouette",0.9,"none",1,586.666423762
"TwoDiamonds","silhouette",0.9,"none",2,503.161688402
"TwoDiamonds","silhouette",0.9,"none",3,606.033468313
"TwoDiamonds","silhouette",0.9,"none",4,537.561432489
"TwoDiamonds","silhouette",0.9,"none",5,598.220208849
"TwoDiamonds","silhouette",0.9,"oct",1,111.077510952
"TwoDiamonds","silhouette",0.9,"oct",2,111.063211995
"TwoDiamonds","silhouette",0.9,"oct",3,112.593894736
"TwoDiamonds","silhouette",0.9,"oct",4,112.545811636
"TwoDiamonds","silhouette",0.9,"oct",5,112.032134165
"TwoDiamonds","silhouette",0.99,"none",1,442.352452949
"TwoDiamonds","silhouette",0.99,"none",2,392.764983216
"TwoDiamonds","silhouette",0.99,"none",3,425.695177591
"TwoDiamonds","silhouette",0.99,"none",4,423.346807276
"TwoDiamonds","silhouette",0.99,"none",5,432.900428704
"TwoDiamonds","silhouette",0.99,"oct",1,24.339472585
"TwoDiamonds","silhouette",0.99,"oct",2,23.657141425
"TwoDiamonds","silhouette",0.99,"oct",3,23.558249254
"TwoDiamonds","silhouette",0.99,"oct",4,23.4963654
"TwoDiamonds","silhouette",0.99,"oct",5,23.2949674
"WingNut","dunnindex",0,"none",1,10387.936258651
"WingNut","dunnindex",0,"none",2,11422.709618575
"WingNut","dunnindex",0,"none",3,9346.223227767
"WingNut","dunnindex",0,"none",4,10307.295495471
"WingNut","dunnindex",0,"none",5,11128.153192677
"WingNut","dunnindex",0,"oct",1,7966.812276029
"WingNut","dunnindex",0,"oct",2,7710.714743318
"WingNut","dunnindex",0,"oct",3,7146.028777336
"WingNut","dunnindex",0,"oct",4,9216.686371
"WingNut","dunnindex",0,"oct",5,8131.304316754
"WingNut","dunnindex",0.9,"none",1,3512.314631297
"WingNut","dunnindex",0.9,"none",2,3428.151607147
"WingNut","dunnindex",0.9,"none",3,3227.356357929
"WingNut","dunnindex",0.9,"none",4,3276.515989011
"WingNut","dunnindex",0.9,"none",5,3512.129973945
"WingNut","dunnindex",0.9,"oct",1,962.000946778
"WingNut","dunnindex",0.9,"oct",2,1041.436037414
"WingNut","dunnindex",0.9,"oct",3,1030.376299189
"WingNut","dunnindex",0.9,"oct",4,1263.959191201
"WingNut","dunnindex",0.9,"oct",5,1114.484701662
"WingNut","dunnindex",0.99,"none",1,2396.725556795
"WingNut","dunnindex",0.99,"none",2,2197.794523646
"WingNut","dunnindex",0.99,"none",3,2250.67115676
"WingNut","dunnindex",0.99,"none",4,2392.345046971
"WingNut","dunnindex",0.99,"none",5,2210.146368718
"WingNut","dunnindex",0.99,"oct",1,245.087906005
"WingNut","dunnindex",0.99,"oct",2,295.804370937
"WingNut","dunnindex",0.99,"oct",3,230.135409216
"WingNut","dunnindex",0.99,"oct",4,274.788918315
"WingNut","dunnindex",0.99,"oct",5,284.195929114
"WingNut","silhouette",0,"none",1,2029.112858323
"WingNut","silhouette",0,"none",2,2077.995486902
"WingNut","silhouette",0,"none",3,2191.626283356
"WingNut","silhouette",0,"none",4,2084.094700551
"WingNut","silhouette",0,"none",5,2268.291366921
"WingNut","silhouette",0,"oct",1,2477.27025957
"WingNut","silhouette",0,"oct",2,2106.394808034
"WingNut","silhouette",0,"oct",3,2183.60315856
"WingNut","silhouette",0,"oct",4,2128.687569682
"WingNut","silhouette",0,"oct",5,2284.660361761
"WingNut","silhouette",0.9,"none",1,874.921081108
"WingNut","silhouette",0.9,"none",2,729.158069546
"WingNut","silhouette",0.9,"none",3,809.800959093
"WingNut","silhouette",0.9,"none",4,760.967929374
"WingNut","silhouette",0.9,"none",5,797.934266352
"WingNut","silhouette",0.9,"oct",1,308.798476855
"WingNut","silhouette",0.9,"oct",2,302.17115897
"WingNut","silhouette",0.9,"oct",3,289.209091947
"WingNut","silhouette",0.9,"oct",4,308.483701156
"WingNut","silhouette",0.9,"oct",5,296.485505271
"WingNut","silhouette",0.99,"none",1,695.625360229
"WingNut","silhouette",0.99,"none",2,592.778949996
"WingNut","silhouette",0.99,"none",3,670.425736405
"WingNut","silhouette",0.99,"none",4,669.098822795
"WingNut","silhouette",0.99,"none",5,655.379718652
"WingNut","silhouette",0.99,"oct",1,88.737746637
"WingNut","silhouette",0.99,"oct",2,87.919056344
"WingNut","silhouette",0.99,"oct",3,83.686377284
"WingNut","silhouette",0.99,"oct",4,91.085441442
"WingNut","silhouette",0.99,"oct",5,76.559249977
